VENDOR DESCRIPTION,VENDOR ARTICLE NUMBER,IMPA,PRICE
"Adaptor ring 3/8"" BSP female x 1/2"" BSP male - brass ",39986,732218,1.35
"Adaptor ring 1/2"" BSP female x 3/4"" BSP male - brass ",39979,732219,2.14
"Adaptor ring 3/4"" BSP female x 1/1"" BSP male - brass ",39960,732220,4.5
"Brass threaded hexagon nipple, connection 1/2"" BSP male ",39880,732354,2.5
"Brass threaded hexagon nipple, connection 3/4"" BSP male ",39881,732355,3.85
"Socket 1/2"" BSP - stainless steel 316 ",39987,732569,3.65
"Adaptor ring 1/8"" BSP female x 1/4"" BSP male - stainless ",#20119,732581,0.9
"Adaptor ring 1/2"" BSP female x 3/4"" BSP male - stainless ",39981,732584,4.88
"Straight threaded adaptor, G1/4""male to push in 4mm, 10 pcs ",#13262,734001,15
"Tube-to-tube adaptor, push in 4 mm. to push in 4 mm. set 5 pcs ",#14441,734021,15
"Pressure gauge valve, brass, 3/8"" BSP female/male with adjusting nut and test flange PN100",53413,750767,24
"Pressure gauge valve, brass, 3/8"" BSP female/male with adjusting nut PN250",53414,750767,40.5
"Pressure gauge valve, steel, 1/2"" BSP female/male with adjusting nut PN400",53417,750768,18.75
"Pressure gauge valve, brass, 1/2"" BSP female/male with adjusting nut PN250",53416,750769,24.38
"Pressure gauge cock with handle, 3/8"" BSP female/male - brass PN16",52359,751651,15.9
"Pressure gauge cock with handle, 1/2"" BSP female/male - brass PN25",52314,751653,18.38
DANFOSS TES5N thermostatic element 3 mtr. for R404A/R507A - 067B3342 ,#00919,752701,110.7
"Needle valve 3/8"" NPT female - PN400 stainless steel SS316 ",53461,756242,51.75
"Safety valve 355-tGFO-40-FLFL-4065-MD-** 0.5-40 bar , flange DIN 1092 ",#21841,756255,1197.19
"DN15 - PN25""",52052,756603,8
"DN25 - PN25""",52054,756605,5.7
"DN40 - PN25""",52056,756607,13.05
"Battery hydrometer, range 1.100 - 1.300 - length 280 mm. ",356,792662,1.5
"Pressure switch model 500-8D, range 0.2-12 bar, connection 1/4"" BSP female (Alt. 0820150) Pneumatic, diaphragm actuated",#00565,793151,224.54
"Pressure switch model 500-8D, range 0.5-30 Bar, connection 1/4"" BSP female (Alt 0820750) Pneumatic, diaphragm actuated",#07386,793152,224.54
"Pressure switch model 505-8D, range 5-70 bar, connection 1/4"" BSP female (Alt. 0821051) ",#01958,793156,224.54
Circuit AC voltage/solenoid tester CAT II - 90-1000V. ,838,795722,7.5
"Range resistance 200-20M Ohm""",233,795730,27.38
"Range resistance 0-6000 Ohm""",876,795733,541.2
"Range resistance 400-40M Ohm""",234,795735,57
"Range AC current : 20nF/200nF/2uF/20uF/200uF""",235,795741,24
"Temperature -50/+400ºC.""",231,795754,74.25
SANWA CD772 digital multimeter True RMS 4000 counts CAT.Ⅲ 600V / CAT.Ⅱ 1000V ,#14683,795755,186.75
SANWA CD800a digital multimeter CATIII 600V 4000 counts ,#16424,795756,94
VOLTCRAFT AT-200 digital multimeter CAT III 600V ,#18956,795757,89.25
FLUKE 115 True RMS digital multimeter complete ,#01982,795760,245.52
"FLUKE 177 digital multimeter complete True RMS & 6,000 count ",852,795767,385.44
FLUKE 28II digital multimeter ,#13149,795768,758.56
UNI-T UT196 solar-powered digital multimeter true rms ,#11304,795769,201.75
KYORITSU 3132A compact analog insulation tester 250/500/1000V ,#14212,795772,369
FLUKE 1503 insulation tester 500/1000V ,#04128,795774,561.44
"FLUKE 1507 insulation tester, range 0.01 MΩ - 10 GΩ ",858,795775,698.72
Digital insulation and continuity tester model complete with test leads 200 Ohm - 2000 MOhm complete in carrying case - CAT III - 1000V.,239,795781,60
FLUKE 175 digital multimeter ,#00843,795786,318.56
"BENNING MM6-2 multimeter CAT III 1000V, CAT IV 600V True RMS - 044087 ",#28080,795787,249
LOCTITE marine maintenance & emergency repairkit - 1068255 ,#25250,812171,754.5
"Airfilter material, white per m² (Alt. Viledon) ",00459_S,813102,5
"Airfilter material, white on roll 20 m² - T=15 mm. (Alt. Viledon) ( 20 x 1 mtr )",461,813102,52
"Airfilter material, white, on roll 40 m² - T=15 mm. (Alt. Viledon) ( 20 x 2 mtr )",463,813102,89.7
"Airfilter material, white, on roll 40 m² - T=20 mm. (Alt. Viledon) ( 20 x 2 mtr )",460,813103,196
"Vinyl acetate sponge, water sheet filters 10 x 1000 x 1000 mm ",#02570_S,813120,18.5
Refrigerant R410a in cylinder 10 kgs. ,04300_S,850134,495
Refrigerant R404a in cylinder 10.9 kgs. ,04301_S,850173,649
Refrigerant R410a in cylinder 10 kgs. ,#11170,850178,495
Refrigerant R404a in cylinder 10.9 kgs. ,#16724,850179,649
Refrigerant R407C in cylinder 10 kgs. ,#07396,850180,675
"Gas cylinder regulator for oxygen, inlet 400 bar/outlet 14 bar - male thread ",#21963,850191,161.25
"Gas cylinder regulator for oxygen, inlet 315 bar/outlet 16 bar - female thread ",#05755,850192,111.75
Refrigerant R407C in cylinder 10.0 kgs. ,04302_S,850195,725
Flashback arrestor oxygen (alt S55-708545/850311) for regulator ,#07072,850311,59
Flashback arrestor fuel gas - acetylene (alt S55-708537) for regulator ,#07073,850312,59
"Refrigerant charging adapter K1-8 1/4"" flare (male) x 21,8 x 14G ",#14179,850315,13
"Refrigerant charging adapter K1-13 3/8"" flare (male) x 21,8 x 14G ",#16259,850316,19.25
"Refrigerant charging adapter K1-8 1/4"" flare (male) x 21,8 x 14G ",#14179_S,850317,13
"Refrigerant gas charging hose, red, L=0.9 mtr.  1/4"" flare ",#06011,850321,9
"Refrigerant gas charging hose, red, L=1.5 mtr.  1/4"" flare ",#00925,850322,11
"Refrigerant gas charging hose, red, L=1.5 mtr.  3/8"" flare ",#07579,850324,25.8
"Refrigerant gas charging hose, yellow, L=0.9 mtr.  1/4"" flare ",#06012,850325,9
"Refrigerant gas charging hose, yellow, L=1.5 mtr.  1/4"" flare ",#01909,850326,11
"Refrigerant gas charging hose, yellow, L=1.5 mtr.  3/8"" flare ",#00930_S,850328,25.8
"Refrigerant gas charging hose, blue, L=0.9 mtr.  1/4"" flare ",#05732,850331,9
"Refrigerant gas charging hose, blue, L=1.5 mtr.  1/4"" flare ",#01908,850332,11
"Refrigerant gas charging hose, blue, L=1.5 mtr.  3/8"" flare ",#08315,850334,25.8
"Refrigerant gas charging hose, red, L=0.9 mtr.  1/4"" flare ",#06011_S,850336,9
"Refrigerant gas charging hose, red, L=1.5 mtr.  1/4"" flare ",#00925_S,850337,11
"Refrigerant gas charging hose, yellow, L=0.9 mtr.  1/4"" flare ",#06012_S,850338,9
"Refrigerant gas charging hose, yellow, L=1.5 mtr.  1/4"" flare ",#01909_S,850339,11
"Refrigerant gas charging hose, yellow, L=0.9 mtr.  3/8"" flare ",#07008_S,850340,41.2
"Refrigerant gas charging hose, yellow, L=1.5 mtr.  3/8"" flare ",#00930,850341,27.5
"Refrigerant gas charging hose, blue, L=0.9 mtr.  1/4"" flare ",#05732_S,850342,9
"Refrigerant gas charging hose, blue, L=1.5 mtr.  1/4"" flare ",#01908_S,850343,11
"MANODRUCK 2-way manifold set for R134a, R404A, R407C - incl. gauges, 3 filling hoses 90 cm 1/4"" SAE in transport case",03033_S,850345,157.5
"MANODRUCK 2-way manifold set for R134A, R404A, R407C - incl. gauges, 3 filling hoses 90 cm 1/4"" SAE in transport case ",#06600,850346,157.5
"MANODRUCK 4-way manifold set for R22, R134a, R404A, R410A - incl. gauges, 4 filling hoses 1.5 mtr. 1/4"" SAE in transport case ",4051,850346,235
Isobutylene 100 ppm in Air calibration testgas  110 ltr. ,#06866,851507,95
Refrigerant R448a in cylinder 12 kgs. ,#02622,851508,980
Hydrogen 2% VOL (50% LEL) in Air calibration testgas   110 ltr. ,#10902,851509,95
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 0.9% iC4H10 and 12% O2 in Nitrogen  58 ltr. for GX2001/GX2009/GX111/EAGLE/GX8000,#06340,851510,72
Iso-Butane 0.9% in Air calibration testgas  50% LEL   12 ltr. ,2008,851511,22.5
Iso-Butane 0.9% in Air calibration testgas - 50% LEL   34 ltr. 81-0018RK-01,1973,851512,46
Iso-Butane 0.9% in Air calibration testgas  50% LEL   58 ltr. ,1949,851513,69
Iso-Butane 0.9% in Air calibration testgas  50% LEL   110 ltr FCG23000,2035,851514,95
Butane 8% in Nitrogen calibration testgas  12 ltr. ,2007,851515,22.5
Butane 8% in Nitrogen calibration testgas  34 ltr. FCG23015,1974,851516,46
Butane 8% in Nitrogen calibration testgas  58 ltr. ,1945,851517,69
Butane 8% in Nitrogen calibration testgas  110 ltr. ,1975,851518,95
Carbon Monoxide 50 ppm in Air calibration testgas   12 ltr. ,2014,851523,22.5
Carbon Monoxide 50 ppm in Air calibration testgas   34 ltr. ,#12759,851524,46
Carbon Monoxide 50 ppm in Air calibration testgas   58 ltr. ,#09382,851525,69
Carbon Monoxide 50 ppm in Air calibration testgas   110 ltr. ,#05265,851526,110
Carbon Monoxide 100 ppm in Air calibration testgas   12 ltr. ,2015,851527,22.5
Carbon Monoxide 100 ppm in Air calibration testgas   34 ltr. 81-0068RK-01,#06502,851528,46
Carbon Monoxide 100 ppm in Air calibration testgas  58 ltr. ,#27740,851529,72
Carbon Monoxide 100 ppm in Air calibration testgas   110 ltr. ,#11100,851530,95
Carbon Monoxide 150 ppm in Air calibration testgas   110 ltr. ,#27619,851530,95
Carbon Dioxide 5% in Nitrogen calibration testgas  34 ltr. ,2017,851536,46
Carbon Dioxide 5% in Nitrogen calibration testgas  58 ltr. ,#09383,851537,69
Hydrogen Sulphide 25 ppm in Nitrogen calibration testgas  34 ltr. 81-0151RK-04,2046,851540,50
"Hydrogen Sulphide 25 ppm in Nitrogen calibration testgas  58 ltr. (9990507, C011126)",2018,851541,69
Hydrogen Sulphide 25 ppm in Nitrogen calibration testgas  110 ltr. ,1998,851542,95
Hydrogen Sulphide 50 ppm in Nitrogen calibration testgas  34 ltr. ,#06753,851544,50
Methane 2.5% in Air calibration testgas - 50% LEL  12 ltr. ,2010,851547,22.5
Methane 2.5% in Air calibration testgas - 50% LEL  34 ltr. 81-0012RK-01,1953,851548,46
Methane 2.5% in Air calibration testgas - 50% LEL  58 ltr. ,2016,851549,69
Methane 2.5% in Air calibration testgas - 50% LEL  110 ltr ,2034,851550,95
Methane 99.95% VOL calibration testgas  110 ltr ,#05275,851554,95
Pure Nitrogen 99.99% calibration testgas   12 ltr. ,2011,851555,22.5
Pure Nitrogen 99.99% calibration testgas   34 ltr. 81-0078RK-01,1982,851556,46
Pure Nitrogen 99.99% calibration testgas   58 ltr. ,1946,851557,69
"Pure Nitrogen 99.99% calibration testgas   110 ltr. FCG28010, 9990524",2036,851558,78
Oxygen 2% in Nitrogen calibration testgas  12 ltr. ,1959,851559,22.5
Oxygen 2% in Nitrogen calibration testgas  34 ltr. ,#13971,851560,46
Oxygen 2% in Nitrogen calibration testgas  58 ltr. ,#27730,851561,72
Oxygen 2% in Nitrogen calibration testgas  110 ltr. ,#05661,851562,78
Oxygen 5% in Nitrogen calibration testgas  12 ltr. ,2005,851563,22.5
Oxygen 5% in Nitrogen calibration testgas   34 ltr. ,#09385,851564,46
Oxygen 5% in Nitrogen calibration testgas   58 ltr. ,#05609,851565,69
Oxygen 5% in Nitrogen calibration testgas  110 ltr. ,#05134,851566,78
Pentane 0.7% in Air calibration testgas 50% LEL   12 ltr. ,1977,851567,22.5
Pentane 0.7% in Air calibration testgas 50% LEL   58 ltr. ,1957,851569,72
Pentane 0.7% in Air calibration testgas 50% LEL   110 ltr. (Filling max 600 psi),#04327,851570,78
Propane 1.1% in Air calibration testgas  50% LEL  12 ltr. ,2012,851571,22.5
Propane 1.1% in Air calibration testgas  50% LEL   34 ltr. ,1947,851572,46
Propane 1.1% in Air calibration testgas  50% LEL   58 ltr. ,1944,851573,69
Propane 1.1% in Air calibration testgas  50% LEL   110 ltr. FCG32005,1976,851574,78
Propane 99.95% VOL calibration testgas - 34 ltr. ,#05861,851576,46
Propane 99.95% VOL calibration testgas  58 ltr. ,#27739,851577,72
Propane 99.95% VOL calibration testgas  110 ltr. ,#23806,851578,95
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.5% CH4 and 12% O2 in Nitrogen  34 ltr. for GX2009/GX2012/GX8000 - 81-0154RK-04,2024,851581,52
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.5% CH4 and 12% O2 in Nitrogen  58 ltr. for GX2001/GX2009/GX2012/GX111/GX8000/EAGLE 81-0154RK-02,1955,851582,69
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.2% CH4 and 12% O2 in Nitrogen  58 ltr. for GX2001/GX2009/GX2012/GX111/GX8000/EAGLE 81-0154RK-02,#28177,851582,69
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.5% CH4 and 12% O2 in Nitrogen  110 ltr. ,2033,851583,98
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.2% CH4 and 12% O2 in Nitrogen  110 ltr. ,#28178,851583,98
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 2.5% CH4 and 20.9% O2 in Nitrogen  34 ltr. ,2023,851584,54
Mixture 4-gas 100 ppm CO / 40 ppm H2S / 2.5% CH4 and 15% O2 in Nitrogen  34 ltr. for IMPACT Pro,2025,851587,54
Mixture 4-gas 100 ppm CO / 40 ppm H2S / 2.5% CH4 and 15% O2 in Nitrogen  58 ltr. ,1984,851588,69
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 2.2% CH4 and 18% O2 in Nitrogen  34 ltr. for BW gasdetector and GfG,1983,851590,54
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 2.2% CH4 and 18% O2 in Nitrogen  58 ltr. for BW Multigas detector,1965,851591,69
Fixed flow regulator 0.3 ltr/min. for 34/58/110 ltr. C10 cylinder ,1952,851593,82.5
Fixed flow regulator 0.5 ltr/min. for 34/58/110 ltr. C10 cylinder ,2002,851594,70
Fixed flow regulator 1.0 ltr/min. for 34/58/110 ltr. C10 cylinder ,2003,851595,70
Demand flow regulator for 34/58/110 ltr. C10 cylinder brass max 3.0 ltr/min.,2004,851596,185
Demand flow regulator for 34/58/110 ltr. C10 cylinder stainless H2S resistant - max 3.0 ltr/min.,2129,851596,200
"Fine control valve with flowmeter 0.5-1.5 ltr/min. for 5, 10, 12  & 20 ltr. cylinder ",2001,851597,37.5
Tedlar® PVF gas sampling bag 2 ltr. with PTFE valve and 30 cm. hose ,#00473,851599,22.5
"RIKEN gas sampling bag, black, 2 ltr. ",2170,851599,46.5
Ammonia 25 ppm in Air calibration testgas   58 ltr. ,#16546,851701,130
Iso-Butane 0.9% in Air calibration testgas  50% LEL   110 ltr ,02035_S,851702,95
Butane 8% in Nitrogen calibration testgas  34 ltr. ,01974_S,851704,46
Butane 8% in Nitrogen calibration testgas  12 ltr. ,02007_S,851705,22.5
Mixture 2-gas Butane 8% & 13.8% CO2 in Nitrogen calibration testgas   34 ltr. ( alt. MSA 460345 ) ( alt. MSA 10029511 ),83902,851706,46
Mixture 2-gas Butane 8% & 13.8% CO2 in Nitrogen calibration testgas   12 ltr. ,1948,851707,22.5
Iso-Butane 0.9% in Air calibration testgas  50% LEL   34 ltr. 81-0018RK-01,01973_S,851708,46
Iso-Butane 0.9% in Air calibration testgas  50% LEL   110 ltr ,#20521_S,851709,95
Iso-Butane 10% VOL in Nitrogen calibration testgas  34 ltr. ,#05686,851710,46
Iso-Butane 10% VOL in Nitrogen calibration testgas  12 ltr. ,2044,851711,22.5
Carbon Monoxide 50 ppm in Air calibration testgas   110 ltr. ,#05265_S,851715,95
Cal. testgas 0.82% BR AC (190 ppm - 0.35 mg/L) Ethanol in N2  34 ltr ,2040,851718,68
Hydrogen Sulphide 25 ppm in Nitrogen calibration testgas  58 ltr. ,02018_S,851720,69
Pure Nitrogen 99.99% calibration testgas   34 ltr. ,01982_S,851723,46
Pure Nitrogen 99.99% calibration testgas   110 ltr. ,02036_S,851724,78
Oxygen 2% in Nitrogen calibration testgas  110 ltr. ,#05661_S,851725,78
Oxygen 5% in Nitrogen calibration testgas  110 ltr. ,#05134_S,851726,78
Oxygen 10% in Nitrogen calibration testgas  110 ltr. ,#09107,851727,78
Methane 2.5% in Air calibration testgas - 50% LEL  34 ltr. ,01953_S,851730,46
Methane 2.5% in Air calibration testgas - 50% LEL  110 ltr ,02034_S,851731,95
"Methane 50% VOL in Nitrogen calibration testgas  34 ltr. ( Alt. MSA 10029500 - Dräger 6812109, FCG30020 )",#13252,851735,46
Pentane 0.7% in Air calibration testgas 50% LEL   110 ltr. (Filling max 600 psi),#04327_S,851736,78
Propane 1.1% in Air calibration testgas  50% LEL   110 ltr. ,01976_S,851740,78
Oxygen 20.9% in Nitrogen calibration testgas  110 ltr. ,#05914,851741,78
Pressure regulator 0.5 ltr/min. for 34/58/110 ltr. cylinder ,02002_S,851743,70
Mixture 4-gas 300 ppm CO / 10 ppm H2S / 1.45% CH4 and 15% O2 in Nitrogen  58 ltr. ,2031,851747,69
"Mixture 4-gas 60 ppm CO / 20 ppm H2S / 1.45% CH4 and 15% Oxygen in Nitrogen  58 ltr (Alt. MSA 10045035, 10053022, C011923)",2027,851748,69
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 2.2% CH4 and 18% O2 in Nitrogen  34 ltr. for BW gasdetector and GfG,01983_S,851749,54
Mixture 4-gas 50 ppm CO / 10 ppm H2S / 2.2% CH4 / 18% O2 in Nitrogen   58 ltr. for RAE,2026,851751,69
Mixture 4-gas 100 ppm CO / 15 ppm H2S / 2.5% CH4 and 18% O2 in Nitrogen 58 ltr. for CROWCON,#07330,851752,69
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.5% CH4 and 12% O2 in Nitrogen  58 ltr. for GX2001/GX2009/GX111/GX8000/EAGLE 81-0154RK-02,01955_S,851753,69
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 2.5% CH4 and 18% O2 in Nitrogen  58 ltr. ,1968,851755,69
Mixture 4-gas 100 ppm CO / 40 ppm H2S / 2.5% CH4 and 15% O2 in Nitrogen  34 ltr. for IMPACT Pro,02025_S,851756,52
Mixture 4-gas 50 ppm CO / 25 ppm H2S / 0.9% iC4H10 and 12% O2 in Nitrogen  34 ltr. for GX2001/2009/8000/GX111/EAGLE/RX517 81-0158RK-04,1966,851757,52
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 1.1% C3H8 and 19% O2 in Nitrogen 58 ltr. ,#08673,851758,72
Mixture 4-gas 100 ppm CO / 25 ppm H2S / 1.1% C3H8 and 18% O2 in Nitrogen 58 ltr. ,#11759,851758,72
"Span gas cylinder 3.4 ltr. Iso-butane 0.9% VOL (50% LEL) in Air - 150 bar - W24.32 mm. x 1/14"" Ext. with certificate of analysis",#28512,851761,420
